0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	252	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
0000 1101 0101	0110	13	86	25	250	188	226	254	254	254	254	254	254	254	254	254	254	238	0	
